screen_names,texts
maleodie,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
karinegomez7,RT @triciapa72: Cierre magistral de la Rural del Prado! https://t.co/9uj07NTzfE
vasco_ROU,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
ElsieRinger,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
ArrarteSoledad,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
ambientecalido1,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
AltieriDario,RT @triciapa72: Cierre magistral de la Rural del Prado! https://t.co/9uj07NTzfE
diariohoynet,"🌱🐎🐃🐑#HoyEnUruguay🇺🇾| #ExpoPrado2020 |

Expo Prado: la primera muestra habilitada del mundo

En exclusiva habló con… https://t.co/Qt7YCiiuD9"
maleodie,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
fabian05863711,RT @FabianS9999: El acto de Clausura de la exposición Rural del Prado 2020 🇺🇾🐴🐄🐏🐓🐖 https://t.co/ZlKgGjlsuZ
NaatalyDiaz,"Verdaderamente me encantó el discurso del acto de clausura de la Rural del Prado, Lo aplaudo señor presidente… https://t.co/HyBl1TR2Mi"
Herrerismo,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
MevirOficial,Compartimos esta nota de El Observador donde el Presidente de la República menciona el llamado a viviendas abierto… https://t.co/yHMCnU2Iig
DANIELIBARBURU,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
Alfredolara29,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
ciaxlu,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
tomasar7,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
observando111,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
RafaelF04667673,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
AvernoGeorge11,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
SantiagoN1976,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
rico_cookie,@consagrad @TelenocheUy Felicitaciones al canal 4 que transmitió todo el cierre de la Rural del Prado. Fue el único canal. Chapeau
urumon47,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
300Lista,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
tisgustavo,RT @triciapa72: Cierre magistral de la Rural del Prado! https://t.co/9uj07NTzfE
PedroLagepdl,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
VictorViana250,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
PaolaMontero250,"Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rSEn3yIdB7"
sofemna,"El tema es que hay gente q no entiende la importancia de todo lo que se da en la Rural, para el país! Los resentido… https://t.co/k1XG6ZVZBh"
NunezBorba,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
CAFUruguay,"RT @PabloPerdomoCAF: Una vez más en el Prado  acompañando a la Asociación Rural del Uruguay y a todo el sector productivo. 
Reconforta ver…"
DayseFe15530012,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
Walter38067021,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
gual35,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
AgusCarrasco17,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
BlancaUran,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
PabloPerdomoCAF,"Una vez más en el Prado  acompañando a la Asociación Rural del Uruguay y a todo el sector productivo. 
Reconforta v… https://t.co/bH3Rut3apr"
Marvidece,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
PFassanello,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
ingavellino,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
PabloSe75441508,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
NunezBorba,"RT @Herrerismo: .@LuisLacallePou: ""Lo raro sería que el gobierno no venga a la Rural del Prado"" https://t.co/osBZwUkSVc"
JavierVarona4,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
upm2no,Seguimos en las inmediaciones de la #rural del #prado. Podés acercarte a firmar por un #Uruguay #Soberano ¡¡#UPM2NO… https://t.co/zwTMso5uhO
DucasseHannibal,RT @TelemundoUY: El presidente participó en la premiación de los caballos criollos en la Rural del Prado. Es el mismo caballo que un día an…
CesarOLIVERA8,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
LauraRaffoInt,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
chizodelca,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
Pablotorresbol1,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
henryford1368,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
echouniform97,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
Fernand10477154,"RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres exponen sus productos en la Rural del Prado, acompañadas por @beatrizargi…"
NILDA22823386,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
BarriosAnza,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
Rous_tr,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
_polir5,"RT @tianannita: Desarrollo Económico de @montevideoIM, estamos en Rural del Prado. Me ayudas con un rt @diegodelacurva @chdica @CosseCaroli…"
BarriosAnza,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
PaolaMontero250,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
AltieriDario,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
NeryOtormin,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
IsabelarbizaA,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
ObservadorAgro,"📢 Discursos en la @ExpoPrado 
Lacalle Pou: ""Lo raro sería que el gobierno no venga a la Rural del Prado"". https://t.co/Q8fEYHyR5A"
RubenPena1957,"RT @sakmela1poqito: *Rural del Prado*

Zurdo: exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de…"
ArtuHeber,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
jimostanford,Tranqui en la rural del Prado. https://t.co/Vy05iQT9HU
La40canelones,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
BabelErro,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
lolycafe,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
Vivalav07944342,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
carlosurzua35,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
Vanessa08340512,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
JAlbertoMari,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
fersanbri1955,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
lupitarosa2012,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
carlosurzua35,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
CurbeloMorales,"RT @Herrerismo: .@LuisLacallePou: ""Lo raro sería que el gobierno no venga a la Rural del Prado"" https://t.co/osBZwUkSVc"
FabioMontossiok,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
joselinerosa82,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
carlosurzua35,"RT @Herrerismo: .@LuisLacallePou: ""Lo raro sería que el gobierno no venga a la Rural del Prado"" https://t.co/osBZwUkSVc"
ArturoMichelin2,RT @FabianS9999: El acto de Clausura de la exposición Rural del Prado 2020 🇺🇾🐴🐄🐏🐓🐖 https://t.co/ZlKgGjlsuZ
PFernandezBeri,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
fersanbri1955,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
toledo_are,RT @triciapa72: Cierre magistral de la Rural del Prado! https://t.co/9uj07NTzfE
GuilleHambrook,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
RitaMontelongo1,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
Yoannao1,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
RitaMontelongo1,RT @TelemundoUY: El presidente participó en la premiación de los caballos criollos en la Rural del Prado. Es el mismo caballo que un día an…
ilianaiglesias4,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
FabianS9999,El acto de Clausura de la exposición Rural del Prado 2020 🇺🇾🐴🐄🐏🐓🐖 https://t.co/ZlKgGjlsuZ
aguaterotincho,"RT @Herrerismo: .@LuisLacallePou: ""Lo raro sería que el gobierno no venga a la Rural del Prado"" https://t.co/osBZwUkSVc"
Herrerismo,".@LuisLacallePou: ""Lo raro sería que el gobierno no venga a la Rural del Prado"" https://t.co/osBZwUkSVc"
RitaMontelongo1,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
JCChoca,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
NILDA22823386,RT @TelemundoUY: El presidente participó en la premiación de los caballos criollos en la Rural del Prado. Es el mismo caballo que un día an…
daniel3637351,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
triciapa72,Cierre magistral de la Rural del Prado! https://t.co/9uj07NTzfE
TelemundoUY,El presidente participó en la premiación de los caballos criollos en la Rural del Prado. Es el mismo caballo que un… https://t.co/61PQU5aqua
MadelonIrazabal,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
GMachad43567414,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
mariabidondo1,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
wajisdonian,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
Santi_2024,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
getchandy,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
getchandy,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
murieda_myriam,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
bolsodrummer,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
carloscatr,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
JuanMartinMS,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
FJArmentano,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
quererserlibre,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
FaleroAndres,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
eredpafa,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
psicoticaaaaaaa,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
CharlesDVM,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
lolol38116511,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
lolol38116511,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
caminu10,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
gabitaMdeo,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
lolol38116511,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
RitaMontelongo1,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
MauroLanfranco,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
cristialegre,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
dmcp_,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
toledo_are,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
TessaBlanca,"RT @tianannita: Desarrollo Económico de @montevideoIM, estamos en Rural del Prado. Me ayudas con un rt @diegodelacurva @chdica @CosseCaroli…"
CesarOLIVERA8,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
jediazaranco,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
IsabelRosso2,"RT @AntonioJung1959: ""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏…"
Herrerismo,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
mterra63,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
AntonioJung1959,"""Yo estoy con el campo"" 
Presidente Luis Lacalle Pou finalizando su discurso en el cierre de la Rural del Prado 2020
👏👏👏"
IsabelRosso2,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
lloraste,2020 y se sigue hasiendo la rural del prado ojala el coronaviru se lleve a todos los viejos inutiles d este pais
Rosannassss,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
abeloqui,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
CalabuigGabriel,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
AntoGordillo,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
VictorViana250,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
YaffeRaul,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
andresblond,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
rmiglionico,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
Tiatucura1,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
chiesagustin,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
Fernand14776003,"Que orgullo tener un presidente que en el discurso de cierre de la rural del prado diga:YO ESTOY CON EL CAMPO.
Que lindo espaldarazo🇺🇾"
gemarot2013,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
juliette_1928,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
cristialegre,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
agustinslv,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
toledo_are,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
paolateliz,"RT @tianannita: Desarrollo Económico de @montevideoIM, estamos en Rural del Prado. Me ayudas con un rt @diegodelacurva @chdica @CosseCaroli…"
Fabiana2347,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
triciapa72,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
MartinG71231863,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
LASOLE1717,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
ESPACIOCUARENTA,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
goncaseba,Impecable Los Protocolos de la Rural del Prado!!
toledo_are,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
Graciel44495690,@Gabriel46890671 @gbianchi404 @lauraraffo @Herrerismo @GustavoPenades @_RodriguezJuan_ @PNACIONAL @RuoccoMiguel… https://t.co/uZ3LC6S6U1
tatoviviano,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
tatoviviano,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
tatoviviano,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
Germanvodanovi2,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
MarcosDUriarte1,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
ElTerrunio,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
SantiagoN1976,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
DiegoUmpierrez1,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
AlbertoRaffoCos,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
maticalvette,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
Ricardofuques,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
Agronegocios_Uy,"RT @ObservadorAgro: ""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo estoy…"
CandidaMelchora,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
ObservadorAgro,"""Lo raro sería que el gobierno no viniera a la Rural del Prado, un gobierno que le diera la espalda al campo. Yo es… https://t.co/jZRgbWntue"
awaleman1,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
MaraIsabelMor13,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
Herrerismo,"RT @mariabrava35: Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Julio y…"
PladaFlor,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
Hambrook7,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
Patrici07868886,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
CHARRUA10,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
mariabrava35,"Después de la Rural del Prado y la feria de Parque Posadas, hay ""encuentro"" de militantes y dirigentes  en 18 de Ju… https://t.co/GS8MnKYbDp"
PortelaMendieta,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
AlbericoBarrios,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
elenaperez1956,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
CristopherIvan4,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
JavierGarcia_Uy,"En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades de… https://t.co/hZ7Kx9btoS"
cristialegre,RT @GimenaSanJose: Rural del Prado 2020 🇺🇾que lindo volver a encontrarnos con @LuisLacallePou https://t.co/UozDHvRdSe
miguelc471,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
marianaubillos,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
lolol38116511,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
nestorcerro,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
