screen_names,texts
SonCaras,@MSPUruguay El foco fue la rural del prado
estefaniadebert,"@DrDanielSalinas No puedo creer que sea tan cínico, en menos de 24 horas incubaron el virus y se enfermaron todos l… https://t.co/DbD23N1Ioy"
Hernan61Jose,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
Taanii99,"Los veo quejándose de la aglomeración en la marcha de ayer , pero no los vi quejándose de la aglomeración de la rur… https://t.co/eeTD2ANw6f"
esantacruz21,"Mañana 20 y 30 hs todos a 18 con Tapabocas y Banderas !
Será un día de Esperanza xa estos 5 años xa ayudar a la Gen… https://t.co/kacbhVzrKO"
roccaandrea13,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Agusrod55349292,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
FerrariLylian,"RT @AliciaB11037130: @MarinaSL31 @roxyrm2014 Es que de LOS PITUCOS DE LA RURAL DEL PRADO SON SON LAS CEPAS QUE AHORA ANDAN POR EL AIRE!!!
A…"
StephiMelo,"“El gobierno matándose” y habilitaron hace dos semanas la rural del Prado para 15.000 personas. En fin, la hipocres… https://t.co/DUowMwcFBJ"
WIFV5,"RT @LuisEsMiSombra: Bo, mucho indignado por ahí con la marcha de la diversidad y el peligro de propagar el covid-19 pero pocas ganas de ind…"
meme_sole,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
MartinManerio,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Lett_ovelar,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
fijateaver,@M_modernel @gera_nunez1001 La rural del prado https://t.co/tuf5qzEAtp
FerNizarala,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
JUrruzola,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
fijateaver,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
AhoraLulita,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
reheavyrejodida,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
congresofa,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
Graciela_Ghemi,@rmantero @JuanchiHounie Hoy ya tenemos las consecuencias de la Rural del Prado y las aglomeraciones de campaña ele… https://t.co/zZnJSLk9uK
rnugue,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
Caperuucita_roj,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
HctorPe6881,RT @isastiguada: ¿Por qué siempre que hacen algo mal lo justifican con otras cosas que estuvieron mal? Se hicieron mal las cosas y punto. L…
AugustoBriaan,@afariasdiaz @Frente_Amplio Pero te olvidaste de aglomeración de la Rural del prado??? Mire que la Atención Selectiva no esta buena
majlopez947,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
LBCeleste,"En lo personal, me parece la rural del prado (donde es exponen los productos agropecuarios de Uruguay) y la marcha… https://t.co/KdVwCA16Tj"
jonhalacuesta,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
vikymc1,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
SPinatares,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
CinthyaGomez26,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
Anibal89901046,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
carminiamello,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
HCurti1,"...No creo que sea muy complicado...

Primero de mayo. Bien. 

Marcha del silencio. Bien.

Rural del prado. Mal.

M… https://t.co/wJJi1Ow5a8"
AliciaB11037130,"@MarinaSL31 @roxyrm2014 Es que de LOS PITUCOS DE LA RURAL DEL PRADO SON SON LAS CEPAS QUE AHORA ANDAN POR EL AIRE!!!
AY CARMELA!!!"
CamiiFripp,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
dog_chacal6,RT @isastiguada: ¿Por qué siempre que hacen algo mal lo justifican con otras cosas que estuvieron mal? Se hicieron mal las cosas y punto. L…
susanagladysfer,RT @NelVillarreal: @ejigarzabal @CeciliaWernik @Agustin27467936 @IntersocialUY @MarchaDivUY @famidesa @elperco @antonioladra @nataliauval @…
Cami_luchini_,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
sfsuarez362,@ObservadorUY Será un brote por la rural del prado?
GerardoSandro,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
musicaenvena73,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
morenoadrianauy,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Rolando_Manuel,"RT @leonardoelec: @M_modernel Te parece comparar la Rural del Prado con esto, en 15 días te enterarás. 👇 https://t.co/1GtgpTKOQs"
martinhmvd,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
silvii1990,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
antoosalvatore,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
Luis_ito370,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
CamiiFripp,"RT @GeorgeCaldera14: Dentro de 21 días explotan los casos de la rural del prado, dentro de 15 los de la marcha de la diversidad y dentro de…"
Rolando_Manuel,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Kevin_Ruiz27,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
juanmmarti,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
gustavocrespo73,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
gustavocrespo73,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
muniz_graciela,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
CamiiFripp,RT @profcollette: Ministro de salud pública si se indignó con la marcha de la diversidad xq no se indignó con la rural del prado? Es que lo…
javviok,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
Vanesa87099476,"RT @esantacruz21: @ElsaLevrero ¿ Siguen haciendo Política y Terrorismo con el bichito ?
La gente ya se dio cuenta q lo usan según les Conve…"
vidal_Chris8,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
ojedaseba97,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
La_July8,RT @NelVillarreal: @ejigarzabal @CeciliaWernik @Agustin27467936 @IntersocialUY @MarchaDivUY @famidesa @elperco @antonioladra @nataliauval @…
Alicia48596946,@ana0968 @DrDanielSalinas Hoy hay 31 casos nuevos¿se sabe el hilo epidemiólogico? Es de la Rural del Prado?es de lo… https://t.co/5VO9geNPY6
braceiroo,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
la_sarli,"""Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignar… https://t.co/ZjKNEPTR7Q"
AnaliaMoratorio,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
loppbarr,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
alecortes04,"RT @esantacruz21: @ElsaLevrero ¿ Siguen haciendo Política y Terrorismo con el bichito ?
La gente ya se dio cuenta q lo usan según les Conve…"
hermolina1,@Subrayado @sinae_oficial Consecuencia de la Rural del Prado?
AndreaN58794398,"@Avellana02 @AngeldebritoOk También estuvo la Rural del Prado,con más de 10 mil personas x día.ahh,no te olvides de… https://t.co/GlwgiE7cBn"
DiegoSosa121,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
Karencg21,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
susanagladysfer,"RT @esantacruz21: @ElsaLevrero ¿ Siguen haciendo Política y Terrorismo con el bichito ?
La gente ya se dio cuenta q lo usan según les Conve…"
Miryam93106879,RT @isastiguada: ¿Por qué siempre que hacen algo mal lo justifican con otras cosas que estuvieron mal? Se hicieron mal las cosas y punto. L…
Graciela_Ghemi,@sinae_oficial @compresidencia @MSPUruguay @opsoms @opsomsuruguay Acá ya tenemos las consecuencias de la Rural del… https://t.co/TwVWUMOF0e
sincoloressinp1,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
valeshgf,RT @isastiguada: ¿Por qué siempre que hacen algo mal lo justifican con otras cosas que estuvieron mal? Se hicieron mal las cosas y punto. L…
LemesAlicia,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
Gerardo96602630,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
ismenaxx,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
jupitter02,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
SebaBolso,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
2719Chucky,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
matishiori,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
AugustoBriaan,"Me indigna que los Uruguayos sean tan selectivos, Muchísima frustración por la Marcha  pero se olvidaron de la Rura… https://t.co/qaWqlCoDFn"
marperegalli07,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
pablo_devitta,"Se quejan de la marcha , pero no recuerdan la rural del prado , manga de Fachos https://t.co/xaPPgd8ZFG"
gual35,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
anaines86825330,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
8letrasLir,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
mariapaolini5,"RT @MarinaSL31: @DrDanielSalinas Sr ministro, 31 casos nuevos hoy, 17 sólo en Montevideo. A qué se debe ese brote? No será consecuencia de…"
AchardJorge,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
abarakian,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Liana_Mabe,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
pipozapata,@jorgealonzo64 Y el bailongo del prado que se filmo? Porque el resto de la semana no sabemos si se filmo o no... El… https://t.co/fZFPZKpCJ3
zlarra,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
Liana_Mabe,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
pejonero,RT @mendezagustinam: los que comparan rural del prado con la marcha de ayer realmente no entendieron nada; la rural del prado genera ingres…
La_July8,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
